0	0.0834513	0
1	0.0850092	0.00155792
2	0.0842106	0.00120282
3	0.0845043	0.000899791
4	0.0843446	0.000715043
5	0.0846083	0.000640653
6	0.0846445	0.000542659
7	0.084177	0.000662868
8	0.0834475	0.000934832
9	0.0832638	0.000856093
10	0.0835553	0.000827402
11	0.0836006	0.000756671
12	0.0837441	0.000710678
13	0.0836596	0.000663365
14	0.0839415	0.000678858
15	0.0839132	0.000635647
16	0.0838156	0.000605002
17	0.0838038	0.000570524
18	0.083942	0.000557069
19	0.0838018	0.000546747
20	0.0835998	0.000557917
21	0.0833151	0.00060333
22	0.0833948	0.000581974
23	0.0834068	0.000557328
24	0.0834739	0.000538768
25	0.0835221	0.00051987
26	0.0835314	0.000500331
27	0.0836058	0.00048783
28	0.0835875	0.000471062
29	0.0834983	0.000463749
30	0.0834878	0.000448663
31	0.0835711	0.000442319
32	0.0834754	0.000439241
33	0.0835034	0.000427045
34	0.0836028	0.000426411
35	0.0835265	0.000421369
36	0.0834949	0.000411034
37	0.0834624	0.000401393
38	0.0834326	0.0003921
39	0.0834716	0.000384158
40	0.0834109	0.000379554
41	0.0833969	0.000370674
42	0.0834137	0.000362342
43	0.0834706	0.000358552
44	0.0834866	0.000350858
45	0.0833964	0.000354784
46	0.0833529	0.000349878
47	0.0834293	0.000350929
48	0.0834559	0.00034472
49	0.083479	0.000338544
50	0.083462	0.000332272
51	0.0835263	0.000332099
52	0.0835415	0.00032613
53	0.0835627	0.000320732
54	0.0835847	0.000315613
55	0.0836109	0.000311033
56	0.0836901	0.000315636
57	0.0837155	0.000311181
58	0.0837698	0.000310639
59	0.083751	0.000305995
60	0.0837098	0.000303741
61	0.0837425	0.000300587
62	0.0837413	0.000295779
63	0.0837719	0.000292722
64	0.0837149	0.000293779
65	0.0836848	0.000290846
66	0.0837012	0.000286939
67	0.0837017	0.000282689
68	0.0837484	0.000282442
69	0.083762	0.000278708
70	0.0837782	0.000275236
71	0.0837687	0.000271554
72	0.0837388	0.000269475
73	0.0837595	0.000266614
74	0.0837463	0.000263367
75	0.083732	0.000260272
76	0.0837214	0.000257086
77	0.0837232	0.000253775
78	0.0836985	0.000251758
79	0.0836932	0.000248647
80	0.0836787	0.000245987
81	0.0836142	0.00025138
82	0.0836109	0.000248355
83	0.0836137	0.000245397
84	0.0835998	0.000242887
85	0.083634	0.000242465
86	0.0836132	0.000240559
87	0.0836399	0.000239299
88	0.0836279	0.000236899
89	0.0836221	0.000234324
90	0.0836534	0.000233848
91	0.0836021	0.00023693
92	0.0835979	0.000234405
93	0.0835908	0.000232007
94	0.0835617	0.000231386
95	0.0835615	0.000228963
96	0.0835774	0.000227152
97	0.0835446	0.000227205
98	0.0835353	0.000225092
99	0.0835406	0.000222892
